Date,Open,High,Low,Close,Adj Close,Volume
5/19/2020,745.419983,765,713.190002,753.01001,753.01001,5264400
5/20/2020,768,778,751.73999,778,778,3239000
5/21/2020,791.859985,809.869995,782.070007,802.349976,802.349976,4136500
5/22/2020,804.630005,826.380005,793.640015,825.169983,825.169983,2773600
5/26/2020,842,844,742.369995,767.890015,767.890015,6465100
5/27/2020,755.01001,757,685,750,750,6859600
5/28/2020,728.01001,770.400024,727.825012,744.429993,744.429993,3753000
5/29/2020,756.150024,769.390015,738,757.799988,757.799988,3306900
6/1/2020,754.719971,759.25,739.52002,758,758,1843300
6/2/2020,764.429993,784.299988,744,779.5,779.5,2664400
6/3/2020,777.929993,779.080017,758.379028,762.02002,762.02002,1892000
6/4/2020,763.909973,777.219971,726.034973,735.190002,735.190002,2767200
6/5/2020,721.099976,740.859985,702.02002,727.77002,727.77002,2477300
6/8/2020,715,731.150024,708.01001,730.669983,730.669983,1889500
6/9/2020,743.909973,754.799988,733.25,741.700012,741.700012,1517000
6/10/2020,757,758.5,732.51001,743.640015,743.640015,1492100
6/11/2020,733.340027,765.52002,724,725.119995,725.119995,2288000
6/12/2020,739.340027,745,713.22998,742.580017,742.580017,2122000
6/15/2020,777,807.390015,769.86499,805.469971,805.469971,4060700
6/16/2020,809,816.780029,787.5,805.76001,805.76001,2638800
6/17/2020,813,827.494019,810.590027,817.359985,817.359985,1839400
6/18/2020,832.5,869.700012,830.5,863.559998,863.559998,3085800
6/19/2020,876,895.559998,866,881,881,4020300
6/22/2020,895.119995,909.869995,892.109985,904.809998,904.809998,2395600
6/23/2020,919.190002,928,907.26001,911.340027,911.340027,2430400
6/24/2020,910.01001,924,868,897,897,3420000
6/25/2020,886.559998,917.599976,873.244995,916.320007,916.320007,2419200
6/26/2020,916,927.044983,894,910,910,2720800
6/29/2020,913.98999,923,876.429993,922.419983,922.419983,2740500
6/30/2020,925.5,958.76001,922,949.200012,949.200012,2749100
7/1/2020,948.01001,1017.890015,948.01001,1016.640015,1016.640015,3448300
7/2/2020,1034.98999,1059.439941,1022,1029.969971,1029.969971,3459400
7/6/2020,1052.48999,1059,983.64801,986.77002,986.77002,4350700
7/7/2020,985,1040,973,1013.98999,1013.98999,3290900
7/8/2020,1027.26001,1035.302002,1002.544983,1017.299988,1017.299988,2057200
7/9/2020,1025.01001,1052.25,1012.940002,1040.02002,1040.02002,2865300
7/10/2020,1040.02002,1044.849976,1018.130005,1031.859985,1031.859985,1708400
7/13/2020,1043,1074.975952,935.140015,968.75,968.75,3900900
7/14/2020,970,998,901.73999,974.409973,974.409973,3591500
7/15/2020,974,980,934,959.450012,959.450012,2338500
7/16/2020,942.01001,952.820984,915.400024,925.48999,925.48999,2086100
7/17/2020,932.200012,940.969971,906.049988,928.130005,928.130005,2039800
7/20/2020,929,1011.809998,918.210022,1009.390015,1009.390015,3161500
7/21/2020,1022.219971,1024.97998,948.210022,952.830017,952.830017,3038600
7/22/2020,964.72998,980.570007,940,957.330017,957.330017,2182100
7/23/2020,966.820007,979.98999,911.119995,928.409973,928.409973,3017300
7/24/2020,906,941.840027,883.179993,929.809998,929.809998,2418800
7/27/2020,947.570007,977.460022,935.140015,976.390015,976.390015,2689900
7/28/2020,1007.090027,1014.905029,975.169983,985,985,3847400
7/29/2020,1107.380005,1107.920044,1038,1053.589966,1053.589966,6492300
7/30/2020,1048.300049,1062.130005,1003.005005,1048.839966,1048.839966,2783900
7/31/2020,1065,1067.677002,1012.109985,1024,1024,2335700
8/3/2020,1032,1089.25,1028.959961,1083.050049,1083.050049,2646600
8/4/2020,1074.01001,1082.878052,1054,1080,1080,1618400
8/5/2020,1078.98999,1105,1070.109985,1094.650024,1094.650024,1551600
8/6/2020,1093.300049,1099.709961,1068.756958,1088.130005,1088.130005,1287200
8/7/2020,1080,1092.869995,1030.271973,1053.119995,1053.119995,1631200
8/10/2020,1055,1064,987.409973,1005.559998,1005.559998,2405200
8/11/2020,999.590027,1015,964.73999,971.98999,971.98999,2270900
8/12/2020,983.929993,1007.859985,980,991,991,1706400
8/13/2020,1005,1023.974976,987,999.900024,999.900024,1401800
8/14/2020,1002.299988,1007,978.5,987.900024,987.900024,1599100
8/17/2020,999,1019.640015,995.513977,1012.960022,1012.960022,1269100
8/18/2020,1021,1026.97998,993.169983,1024.709961,1024.709961,1287600
8/19/2020,1021.98999,1042.959961,1003,1009.109985,1009.109985,1232200
8/20/2020,1004.099976,1043.599976,999.189026,1039.619995,1039.619995,1332400
8/21/2020,1036.02002,1046.97998,1015,1021.119995,1021.119995,1287400
8/24/2020,1032,1033.831055,988.880005,999.320007,999.320007,1820700
8/25/2020,991,1038.800049,991,1037.189941,1037.189941,1691900
8/26/2020,1049,1115.98999,1046.209961,1089.329956,1089.329956,2806800
8/27/2020,1081.77002,1089.329956,1049.329956,1053.5,1053.5,1553700
8/28/2020,1067.050049,1079.02002,1039.449951,1042.060059,1042.060059,1339000
8/31/2020,1048.51001,1073.920044,1035,1066.420044,1066.420044,1126400
9/1/2020,1075,1146.910034,1073.939941,1134.319946,1134.319946,2087200
9/2/2020,1142,1145,1062.5,1074.589966,1074.589966,2706500
9/3/2020,1044.359985,1058.699951,993.859985,1015.700012,1015.700012,2931700
9/4/2020,996.190002,1018.97998,896.47998,973.02002,973.02002,3470100
9/8/2020,920.909973,954,906.359985,917.400024,917.400024,2104900
9/9/2020,955,970,932,949.309998,949.309998,1810500
9/10/2020,970,975,925.450012,934.169983,934.169983,1721100
9/11/2020,948,948,897.5,914.5,914.5,1642300
9/14/2020,927.72998,946.880005,919.130005,931.830017,931.830017,1662000
9/15/2020,931.830017,953,923,929.390015,929.390015,1833200
9/16/2020,938,939,884.539978,885.179993,885.179993,3632100
9/17/2020,858.859985,874.659973,839.400024,870.76001,870.76001,3758800
9/18/2020,883.98999,908.369995,866.846008,901.340027,901.340027,2437500
9/21/2020,883.059998,929.109985,881,927.890015,927.890015,2229200
9/22/2020,940.349976,956.859985,904.719971,954.25,954.25,2490100
9/23/2020,946.97998,953.969971,910.700012,918.809998,918.809998,1830200
9/24/2020,909.549988,927,894.179993,908.609985,908.609985,1644100
9/25/2020,919.710022,961.25,911.190002,960.919983,960.919983,1980800
9/28/2020,970.01001,983.719971,951,966.5,966.5,1870900
9/29/2020,969.580017,1030,961.403015,1025.699951,1025.699951,3117600
9/30/2020,1037.689941,1043,1014.349976,1022.969971,1022.969971,1926700
10/1/2020,1030.630005,1063.410034,1026.150024,1054.430054,1054.430054,1754400
10/2/2020,1020.5,1054,1017.01001,1028.98999,1028.98999,1328200
10/5/2020,1035.98999,1065.890015,1014.380005,1065.530029,1065.530029,1568600
10/6/2020,1068,1082,1030.01001,1041.25,1041.25,1452400
10/7/2020,1059.180054,1077.948975,1048.160034,1073.430054,1073.430054,1252500
10/8/2020,1081.069946,1086.77002,1056.22998,1069.209961,1069.209961,1078800
10/9/2020,1072.579956,1098.876953,1070,1096,1096,1127700
10/12/2020,1105.130005,1130,1085.300049,1090,1090,1323800
10/13/2020,1095.98999,1109.885986,1086.36499,1106.589966,1106.589966,1121800
10/14/2020,1111,1114.329956,1066.589966,1082.119995,1082.119995,1203600
10/15/2020,1058,1082.75,1044.030029,1078.300049,1078.300049,1057700
10/16/2020,1086.01001,1103.5,1063.810059,1067.209961,1067.209961,1061500
10/19/2020,1070.780029,1090.199951,1054.810059,1069,1069,975100
10/20/2020,1068,1078.417969,1046.040039,1056.48999,1056.48999,893200
10/21/2020,1054.939941,1068.959961,1018.02002,1022.01001,1022.01001,994400
10/22/2020,1026.75,1033.915039,990.5,1007.070007,1007.070007,981400
10/23/2020,1001.5,1026.959961,996.27002,1026.219971,1026.219971,1033600
10/26/2020,1019,1044.387939,1008.059998,1038.050049,1038.050049,1413500
10/27/2020,1066.930054,1088,1057.416016,1082.890015,1082.890015,1683100
10/28/2020,1058.189941,1067.089966,1016.830017,1026.709961,1026.709961,1677400
10/29/2020,1052.579956,1054.560059,975,977,977,3466800
10/30/2020,1052.579956,1054.560059,975,977,977,3466800
